GAMA;RAJ2000;DEJ2000;rPmag;zh;q_zh;G;Sp;ph;umag;gmag;rmag;imag;zmag;Jmag;Kmag;rSmag;Sloan;DR6;SDSS-ID;ZID
   7558;178.25986;+00.71417;19.3583;-2.00000;4;  ;Sp;sd;21.4947;       ;       ;       ;18.9862;19.0354;18.6678;18.8527;Sloan;DR6;588848900985651264;G12_Y2_042_098
   7561;178.28179;+00.67127;19.1883;-2.00000;4;  ;Sp;sd;20.9222;18.5914;       ;       ;18.7819;18.9905;18.8516;19.1573;Sloan;DR6;588848900985651298;G12_Y2_042_095
   7562;178.20499;+00.69939;17.2283; 0.15784;5;12;Sp;rd;19.5637;18.1762;17.2162;16.8363;16.5642;16.1495;15.9870;16.9843;Sloan;DR6;588848900985651343;80161989099257856
   7563;178.23311;+00.68347;17.7906; 0.25666;5;12;Sp;rd;21.4522;19.1831;17.7539;17.2410;16.8703;16.6291;16.1527;17.4927;Sloan;DR6;588848900985651357;80161989103452160
   7564;178.23139;+00.68691;19.5672;-2.00000;3;  ;Sp;rd;21.4502;20.7275;19.4044;18.8231;18.3341;18.3641;17.5443;19.5377;Sloan;DR6;588848900985651358;G12_Y3_041_149
   7565;178.24053;+00.70270;16.7081; 0.07906;5;12;Sp;rd;19.2702;17.5593;16.6802;16.2235;15.9236;15.4269;15.0786;16.6051;Sloan;DR6;588848900985651366;80161989132812288
   7566;178.23832;+00.70019;19.4556;-2.00000;4;  ;Sp;rd;21.5611;20.4299;19.1788;18.6848;18.1758;17.8820;17.4206;19.4866;Sloan;DR6;588848900985651367;G12_Y2_042_101
   7567;178.24168;+00.64804;17.7326; 0.07624;4;12;Sp;rd;20.4836;18.5789;17.7655;17.2759;16.9992;16.4102;16.0080;17.7688;Sloan;DR6;588848900985651369;80443407452864512
   7568;178.24220;+00.77447;18.1218; 0.15753;4;12;Sp;rd;20.6193;19.1650;18.1393;17.6938;17.3974;16.9756;16.7555;17.9164;Sloan;DR6;588848900985651370;G12_Y1_DN1_254
   7569;178.31260;+00.76700;17.8049; 0.15737;4;12;Sp;rd;20.7721;18.8450;17.7157;17.2708;16.9379;16.5949;16.4130;17.5128;Sloan;DR6;588848900985651425;G12_Y1_DN1_259
   7570;178.32138;+00.66294;18.2190; 0.10646;4;12;Sp;rd;21.0815;19.1733;18.2241;17.8348;17.5359;17.2472;17.0378;18.1497;Sloan;DR6;588848900985651433;G12_Y1_DN1_247
   7571;178.19681;+00.80239;19.5134;-2.00000;4;  ;Sp;rd;21.7302;21.1431;19.2576;18.7390;18.5659;18.1257;17.2449;19.4992;Sloan;DR6;588848900985651461;G12_Y2_027_068
   7572;178.20262;+00.81037;18.1205; 0.16920;4;12;Sp;rd;20.0938;18.8775;18.0894;17.6483;17.6206;17.3698;17.0321;18.0649;Sloan;DR6;588848900985651465;2dF_TGN378Z191
   7573;178.25672;+00.72969;18.4283; 0.33611;4;12;Sp;rd;21.0187;19.4923;18.3608;17.8116;17.6390;17.1529;16.5089;18.0728;Sloan;DR6;588848900985651481;G12_Y1_DN1_252
   7574;178.26151;+00.79869;19.5339;-2.00000;4;  ;Sp;rd;21.9369;20.3254;19.5382;19.1578;19.0428;18.4488;18.1562;19.4505;Sloan;DR6;588848900985651482;G12_Y2_014_128
   7575;178.28340;+00.76253;19.7009;-2.00000;4;  ;Sp;rd;24.0531;21.0565;19.7001;19.1037;18.7993;18.4314;18.1200;19.6250;Sloan;DR6;588848900985651488;G12_Y1_ND3_254
   7576;178.28064;+00.76188;19.4481;-2.00000;4;  ;Sp;rd;20.8881;19.9599;19.4443;19.0403;19.2079;18.8699;18.8658;19.4734;Sloan;DR6;588848900985651489;G12_Y2_014_126
   7577;178.31785;+00.79965;18.4442; 0.22954;4;12;Sp;rd;20.9545;19.4682;18.4735;18.1098;17.7360;17.5601;17.0241;18.2947;Sloan;DR6;588848900985651500;G12_Y1_DN1_270
   7578;178.32422;+00.80907;19.3455;-2.00000;4;  ;Sp;rd;       ;20.7678;19.3615;18.8185;18.4504;18.2590;17.6657;18.9822;Sloan;DR6;588848900985651501;G12_Y2_042_086
   7579;178.32843;+00.82600;19.2478;-2.00000;4;  ;Sp;rd;21.3924;19.9502;19.2481;18.9074;18.5989;18.4300;18.2834;19.2877;Sloan;DR6;588848900985651502;G12_Y2_014_123
   7580;178.20048;+00.77516;19.6671;-2.00000;4;  ;Sp;rd;22.2281;21.2765;19.6029;18.9334;18.8500;18.4292;17.6387;19.5957;Sloan;DR6;588848900985651514;G12_Y3_016_072
   7581;178.21775;+00.79249;19.4269;-2.00000;4;  ;Sp;rd;21.9358;20.6836;19.4539;18.7590;18.3508;18.4669;17.3040;19.4951;Sloan;DR6;588848900985651515;G12_Y3_016_071
   7582;178.18958;+00.82222;19.0817;-2.00000;4;  ;Sp;rd;21.2086;19.9562;19.0967;18.6117;18.3586;18.0590;17.6863;19.1039;Sloan;DR6;588848900985651541;G12_Y2_042_109
   7583;178.24636;+00.80037;19.7691;-2.00000;4;  ;Sp;rd;20.8268;20.0876;19.7844;19.6372;19.7116;22.3702;19.8355;19.8059;Sloan;DR6;588848900985651577;G12_Y2_042_099
   7584;178.26711;+00.78816;19.6966;-2.00000;4;  ;Sp;rd;21.1182;20.1648;19.6930;19.4261;19.5696;19.2285;18.7870;19.6335;Sloan;DR6;588848900985651588;G12_Y2_042_097
   7585;178.27036;+00.75647;19.3659;-2.00000;4;  ;Sp;rd;20.7816;19.7161;19.3293;19.0912;19.0654;18.8653;18.9285;19.1836;Sloan;DR6;588848900985651589;G12_Y1_ND3_253
   7586;178.27712;+00.82458;19.4428;-2.00000;4;  ;Sp;rd;21.1768;20.2414;19.3846;19.1199;18.8725;19.5148;18.2478;19.4153;Sloan;DR6;588848900985651592;G12_Y1_ND3_256
   7587;178.29953;+00.75691;19.5065;-2.00000;4;  ;Sp;rd;21.5385;20.3828;19.4350;19.0359;18.8633;18.6718;18.0582;19.3636;Sloan;DR6;588848900985651605;G12_Y2_027_063
   7588;178.28233;+00.79559;19.7743;-2.00000;4;  ;Sp;rd;22.2375;20.8075;19.6501;18.9271;18.4324;18.1291;17.4227;20.4127;Sloan;DR6;588848900985651910;G12_Y1_ND3_255
   7590;178.33862;+00.78288;17.5141; 0.10608;5;12;Sp;rd;20.1816;18.4527;17.5207;17.0917;16.7711;16.3785;16.2556;17.3984;Sloan;DR6;588848900985716848;80161989233475584
   7591;178.35060;+00.66615;19.2985;-2.00000;4;  ;Sp;rd;21.2181;20.1615;19.2257;18.8208;18.6729;18.1308;17.6981;19.2973;Sloan;DR6;588848900985716860;G12_Y2_042_088
   7592;178.40366;+00.81881;18.3209; 0.04880;4;12;Sp;rd;19.4626;18.5345;18.3326;18.1632;18.1620;18.1640;18.3250;18.3186;Sloan;DR6;588848900985716880;2dF_TGN378Z188
   7593;178.41392;+00.64018;18.8251; 0.22822;4;12;Sp;rd;21.1700;20.1427;18.7925;18.2538;17.9297;17.3751;17.1366;18.7998;Sloan;DR6;588848900985716888;G12_Y1_DN1_260
   7594;178.42394;+00.72408;17.8103; 0.12190;4;12;Sp;rd;19.4625;18.3958;17.8329;17.5079;17.3289;17.0631;16.9548;17.8643;Sloan;DR6;588848900985716901;2dF_TGN448Z196
   7595;178.45819;+00.76103;18.2650; 0.30365;4;12;Sp;rd;21.5269;19.7301;18.2485;17.6812;17.4026;16.9230;16.4030;18.2093;Sloan;DR6;588848900985716912;G12_Y1_DN1_273
   7596;178.34424;+00.80067;18.8058; 0.29003;4;12;Sp;rd;20.7731;19.7870;18.8070;18.4291;18.1188;17.8934;17.3614;18.6166;Sloan;DR6;588848900985716938;G12_Y1_DN1_263
   7597;178.34547;+00.74855;19.4901;-2.00000;4;  ;Sp;rd;21.7457;20.4456;19.4564;18.9748;18.8962;18.6649;18.0958;19.3095;Sloan;DR6;588848900985716940;G12_Y2_042_082
   7598;178.34621;+00.67006;18.4191; 0.22697;4;12;Sp;rd;20.3185;19.2720;18.4184;17.9744;17.7376;17.5889;17.1100;18.3746;Sloan;DR6;588848900985716941;G12_Y1_DN1_255
   7599;178.35364;+00.65064;18.9868; 0.26989;4;12;Sp;rd;22.8010;20.3473;18.8893;18.3674;18.2030;17.5481;17.4163;18.4109;Sloan;DR6;588848900985716943;G12_Y1_DN1_246
   7600;178.35510;+00.63447;19.2572;-2.00000;4;  ;Sp;rd;24.1869;20.8979;19.1495;18.7004;18.3912;18.2152;17.4648;18.8037;Sloan;DR6;588848900985716944;G12_Y1_ND3_251
   7601;178.37410;+00.78287;18.0266; 0.12250;4;12;Sp;rd;20.3237;18.7785;18.0253;17.6536;17.4344;17.2373;17.1513;18.0409;Sloan;DR6;588848900985716951;2dF_TGN448Z198
   7602;178.39768;+00.66982;19.3746;-2.00000;4;  ;Sp;rd;22.0509;20.7427;19.3973;18.8524;18.4805;18.1685;17.7145;19.3511;Sloan;DR6;588848900985716956;G12_Y3_016_063
   7603;178.41802;+00.66905;19.1375;-2.00000;4;  ;Sp;rd;21.3488;20.5059;19.1458;18.7743;18.3613;18.2095;17.7066;18.7961;Sloan;DR6;588848900985716964;G12_Y2_042_081
   7604;178.43029;+00.80494;19.5494;-2.00000;4;  ;Sp;rd;22.1550;20.6160;19.5764;19.2022;18.9529;18.3839;18.1324;19.6421;Sloan;DR6;588848900985716965;G12_Y2_014_112
   7605;178.43111;+00.64394;19.1567;-2.00000;3;  ;Sp;rd;25.5903;20.4285;19.1416;18.6783;18.2781;18.0085;17.4103;19.2506;Sloan;DR6;588848900985716966;G12_Y3_041_126
   7606;178.44367;+00.81332;19.0011;-2.00000;4;  ;Sp;rd;21.9165;20.2258;19.0228;18.5388;18.1418;17.7236;17.2896;19.0117;Sloan;DR6;588848900985716967;G12_Y2_014_110
   7607;178.45020;+00.75951;19.1052;-2.00000;4;  ;Sp;rd;22.3794;20.5721;19.1124;18.5533;18.2513;18.0590;17.4148;19.0062;Sloan;DR6;588848900985716969;G12_Y2_042_071
   7608;178.46158;+00.77646;19.6923;-2.00000;4;  ;Sp;rd;22.5210;20.9020;19.6728;19.2080;18.9884;18.4585;18.0485;19.7239;Sloan;DR6;588848900985716974;G12_Y2_042_067
   7609;178.46495;+00.71218;18.9220; 0.22723;4;12;Sp;rd;22.0042;20.2001;18.8873;18.4052;18.0647;17.4734;17.0846;18.8635;Sloan;DR6;588848900985716975;G12_Y1_DND1_265
   7610;178.44497;+00.69917;19.5805;-2.00000;4;  ;Sp;rd;       ;20.9895;19.5640;18.8630;18.4447;17.9170;17.2403;19.5112;Sloan;DR6;588848900985716987;G12_Y3_016_059
   7611;178.34673;+00.81398;19.6350;-2.00000;3;  ;Sp;rd;20.8207;20.4416;19.5281;19.1413;18.8537;18.6974;17.6934;19.3440;Sloan;DR6;588848900985717012;G12_Y1_DD1_268
   7612;178.39016;+00.73288;19.6120;-2.00000;4;  ;Sp;rd;21.2704;20.4240;19.6331;19.1920;18.8282;18.7114;18.5443;19.6417;Sloan;DR6;588848900985717040;G12_Y2_014_115
   7613;178.43350;+00.64169;19.3121;-2.00000;4;  ;Sp;rd;20.9486;20.1939;19.3074;18.9370;18.7213;18.5988;17.9819;19.4150;Sloan;DR6;588848900985717063;G12_Y1_DN1_262
   7614;178.45271;+00.65449;19.7238;-2.00000;4;  ;Sp;rd;21.9203;20.6058;19.6785;19.3530;19.0726;19.1895;18.2705;19.6925;Sloan;DR6;588848900985717072;G12_Y1_ND3_258
   7615;178.45268;+00.71771;19.2449;-2.00000;4;  ;Sp;rd;20.2409;19.4246;19.1919;19.1016;18.9352;19.1229;19.3538;18.8462;Sloan;DR6;588848900985717073;G12_Y2_042_074
   7616;178.33567;+00.82874;19.6702;-2.00000;4;  ;Sp;rd;21.5493;20.9968;19.7177;18.9661;18.7652;18.3758;17.6801;19.6559;Sloan;DR6;588848900985717123;G12_Y2_027_058
   7617;178.40212;+00.79254;19.5874;-2.00000;4;  ;Sp;rd;21.2805;20.2775;19.5194;19.0387;18.7600;18.5429;18.1470;19.5631;Sloan;DR6;588848900985717305;G12_Y3_016_056
   7618;178.61820;+00.68769;18.4986; 0.22859;5;12;Sp;rd;19.4415;19.0288;18.4971;18.1760;18.0277;17.7002;17.3509;18.4924;Sloan;DR6;588848900985782344;80160782397997056
   7619;178.48654;+00.71971;18.7048; 0.22794;4;12;Sp;rd;21.2348;20.0156;18.6174;18.1285;17.7946;17.3887;16.8907;18.1682;Sloan;DR6;588848900985782355;G12_Y1_DN1_274
   7620;178.48739;+00.71669;19.1428;-2.00000;4;  ;Sp;rd;21.0455;19.9328;18.9863;18.5825;18.6251;18.2482;17.8003;18.9000;Sloan;DR6;588848900985782356;G12_Y2_014_105
   7621;178.49665;+00.67369;19.1904;-2.00000;4;  ;Sp;rd;21.8850;19.9837;19.1840;18.7599;18.5609;18.2454;18.1559;19.0630;Sloan;DR6;588848900985782372;G12_Y3_016_057
   7622;178.50417;+00.65394;17.7436; 0.16961;5;12;Sp;rd;22.4061;18.8839;17.7544;17.3325;17.0052;16.6021;16.3033;17.5195;Sloan;DR6;588848900985782376;80161989292195840
   7623;178.50899;+00.78529;16.9032; 0.05180;5;12;Sp;rd;18.3808;17.3544;16.9363;16.6785;16.5400;16.6417;16.5962;16.9731;Sloan;DR6;588848900985782381;80161989267030016
   7624;178.55751;+00.65272;17.6394; 0.15822;5;12;Sp;rd;19.7668;18.5744;17.6576;17.2051;16.9709;16.5919;16.4377;17.5176;Sloan;DR6;588848900985782407;80161989237669888
   7625;178.48785;+00.66715;19.0168;-2.00000;4;  ;Sp;rd;21.4430;20.2115;19.0246;18.5770;18.2681;17.9327;17.4626;18.9875;Sloan;DR6;588848900985782439;G12_Y1_DN1_267
   7626;178.49460;+00.64370;19.0817;-2.00000;4;  ;Sp;rd;       ;20.5193;19.0721;18.5968;18.2413;17.8860;17.3717;18.6524;Sloan;DR6;588848900985782441;G12_Y1_ND3_260
   7627;178.50804;+00.76094;19.6921;-2.00000;4;  ;Sp;rd;21.9053;20.9321;19.6533;19.0685;18.7287;18.3577;17.6452;19.6174;Sloan;DR6;588848900985782447;G12_Y2_014_104
   7628;178.51050;+00.74621;19.0154;-2.00000;4;  ;Sp;rd;20.9175;20.0857;19.0034;18.5186;18.2998;17.7296;17.2849;18.7735;Sloan;DR6;588848900985782448;G12_Y3_016_053
   7629;178.51088;+00.63363;19.7951;-2.00000;4;  ;Sp;rd;22.5370;21.0755;19.7905;19.2888;18.9685;18.4724;18.2794;19.7863;Sloan;DR6;588848900985782449;G12_Y1_DD1_273
   7630;178.51233;+00.75388;18.8207; 0.30242;4;12;Sp;rd;21.8281;20.3814;18.7826;18.2895;18.0426;17.5412;16.9382;18.7774;Sloan;DR6;588848900985782450;G12_Y1_DN1_279
   7631;178.51334;+00.71677;19.2132;-2.00000;4;  ;Sp;rd;22.2194;20.6862;19.2098;18.6818;18.4702;17.8109;17.2910;19.1061;Sloan;DR6;588848900985782452;G12_Y3_016_055
   7632;178.53079;+00.64123;19.1861;-2.00000;4;  ;Sp;rd;21.6175;20.1454;19.2058;18.7238;18.4031;18.1038;17.7256;19.2648;Sloan;DR6;588848900985782456;G12_Y2_014_099
   7633;178.58030;+00.73164;19.7257;-2.00000;4;  ;Sp;rd;22.5331;21.0808;19.7545;19.3323;19.1078;18.7637;18.2352;19.7887;Sloan;DR6;588848900985782467;G12_Y2_042_060
   7634;178.58416;+00.63492;18.4149; 0.23044;4;12;Sp;rd;20.1080;19.1902;18.4014;18.0954;18.0000;17.8485;17.5090;18.3093;Sloan;DR6;588848900985782468;G12_Y1_DN1_278
   7635;178.62740;+00.62939;19.2563;-2.00000;4;  ;Sp;rd;21.4341;20.3580;19.2586;18.8034;18.5426;17.9381;17.4266;19.3066;Sloan;DR6;588848900985782476;G12_Y1_ND3_272
   7636;178.57427;+00.74582;19.7532;-2.00000;3;  ;Sp;rd;21.2935;20.7059;19.6881;19.3718;19.2263;18.9658;18.1056;19.7273;Sloan;DR6;588848900985782560;G12_Y3_016_049
   7637;178.56267;+00.78401;19.2601;-2.00000;4;  ;Sp;rd;21.7846;20.4839;19.2959;18.9439;18.5427;18.2847;17.7385;19.3859;Sloan;DR6;588848900985782812;G12_Y2_042_058
   7638;178.57455;+00.66706;19.3789;-2.00000;4;  ;Sp;rd;21.2836;20.2957;19.3956;19.1312;18.8831;18.8402;18.3373;19.3812;Sloan;DR6;588848900985782846;G12_Y2_014_097
   7639;178.65819;+00.80993;18.9921; 0.20067;4;12;Sp;rd;20.1477;19.4413;19.0199;18.8148;18.8512;18.6066;18.3220;19.0809;Sloan;DR6;588848900985847899;G12_Y1_DND1_280
   7640;178.68782;+00.82513;19.0251;-2.00000;4;  ;Sp;rd;20.6131;19.7412;19.0741;18.7155;18.6522;18.3026;17.9745;19.1217;Sloan;DR6;588848900985847918;G12_Y2_042_044
   7641;178.69420;+00.69090;18.4212; 0.10441;4;12;Sp;rd;20.1568;19.0379;18.2872;17.8663;17.6276;17.2126;17.0863;18.4073;Sloan;DR6;588848900985847924;G12_Y1_DND1_279
   7642;178.71444;+00.65254;17.5282; 0.22867;5;12;Sp;rd;20.3649;18.8885;17.5893;17.1007;16.7813;16.5826;16.1352;17.1823;Sloan;DR6;588848900985847945;80161989455773696
   7643;178.72271;+00.81143;18.5316; 0.15691;4;12;Sp;rd;21.1225;19.5100;18.5222;18.0702;17.8212;17.2874;17.0968;18.5323;Sloan;DR6;588848900985847949;G12_Y1_DN1_305
   7644;178.73107;+00.76437;18.7784; 0.26655;4;12;Sp;rd;21.6619;19.9913;18.7948;18.3105;17.9916;17.4902;17.1850;18.8088;Sloan;DR6;588848900985847955;G12_Y1_DN1_306
   7645;178.74053;+00.67613;17.4108; 0.14918;5;12;Sp;rd;20.0691;18.5099;17.4325;16.9455;16.6156;16.1583;15.7572;17.2920;Sloan;DR6;588848900985847960;80161989447385088
   7646;178.77727;+00.79769;19.3983;-2.00000;4;  ;Sp;rd;20.9810;20.2945;19.3897;18.9053;18.7191;18.1508;17.9485;19.4311;Sloan;DR6;588848900985847974;G12_Y1_ND3_288
   7647;178.78272;+00.64497;18.1221; 0.13800;4;12;Sp;rd;19.6200;18.7085;18.1261;17.7515;17.6360;17.4048;17.1863;18.0813;Sloan;DR6;588848900985847979;2dF_TGN448Z162
   7648;178.64114;+00.71337;19.0309;-2.00000;4;  ;Sp;rd;21.1887;20.4040;19.0395;18.4949;18.1031;17.6744;17.2724;18.9804;Sloan;DR6;588848900985847985;G12_Y2_014_091
   7649;178.67604;+00.81855;18.6021; 0.13287;4;12;Sp;rd;20.2254;19.1449;18.6403;18.3580;18.3022;18.5482;18.3482;18.7020;Sloan;DR6;588848900985847988;G12_Y1_DN1_297
   7650;178.68649;+00.70035;19.7247;-2.00000;4;  ;Sp;rd;22.6812;21.1174;19.7257;19.2747;19.1174;18.6337;18.2064;19.7121;Sloan;DR6;588848900985847990;G12_Y1_DD1_290
   7651;178.69396;+00.67196;18.9326; 0.19890;4;12;Sp;rd;20.9909;19.8208;18.9423;18.6175;18.7460;18.2574;17.8193;18.9236;Sloan;DR6;588848900985847991;G12_Y1_DN1_298
   7652;178.74443;+00.79244;19.3337;-2.00000;3;  ;Sp;rd;20.9563;19.9334;19.2917;19.1149;18.7619;19.0567;19.1467;19.4080;Sloan;DR6;588848900985848000;G12_Y3_041_068
   7653;178.74849;+00.71619;18.1409; 0.15000;4;12;Sp;rd;19.5208;18.6862;18.1444;17.7816;17.6841;17.7570;17.5429;18.1641;Sloan;DR6;588848900985848002;2dF_TGN448Z166
   7654;178.75119;+00.71547;19.6649;-2.00000;4;  ;Sp;rd;21.1622;20.0724;19.5868;19.3715;19.1246;18.6264;19.9918;19.5857;Sloan;DR6;588848900985848003;G12_Y2_042_047
   7655;178.74906;+00.72403;19.0230;-2.00000;4;  ;Sp;rd;20.3569;19.5729;19.0309;18.7771;18.6679;18.0798;18.5214;19.0432;Sloan;DR6;588848900985848005;G12_Y1_ND3_285
   7656;178.75055;+00.78852;18.0068; 0.22816;4;12;Sp;rd;20.6978;19.1660;17.9626;17.4531;17.1059;16.7115;16.1254;18.0556;Sloan;DR6;588848900985848006;G12_Y1_DN1_307
   7657;178.76143;+00.70256;18.9446; 0.30411;4;12;Sp;rd;22.8632;20.7485;19.2892;18.6562;18.3838;18.1502;17.4740;19.3385;Sloan;DR6;588848900985848012;G12_Y1_DN1_309
   7658;178.76246;+00.79711;19.3699;-2.00000;4;  ;Sp;rd;20.5662;19.8876;19.3627;19.1146;19.0340;18.7648;18.6703;19.4207;Sloan;DR6;588848900985848017;G12_Y2_014_076
   7659;178.65935;+00.70132;18.9609; 0.22875;4;12;Sp;rd;20.5024;19.4572;18.9839;18.6688;18.3251;18.5329;18.2107;18.9338;Sloan;DR6;588848900985848038;G12_Y1_DN1_294
   7660;178.64928;+00.67145;19.5302;-2.00000;4;  ;Sp;rd;20.8651;19.8291;19.5074;19.2491;19.1182;19.8838;19.2063;19.4849;Sloan;DR6;588848900985848059;G12_Y1_ND3_274
   7661;178.77329;+00.64735;19.7749;-2.00000;3;  ;Sp;rd;21.4563;21.2652;19.7407;19.2742;18.7064;18.8175;18.0709;19.2212;Sloan;DR6;588848900985848437;G12_Y3_041_072
   7663;178.79873;+00.76837;18.6931; 0.15088;4;12;Sp;rd;21.5953;19.7482;18.6803;18.1358;17.7235;17.3053;17.0756;18.6875;Sloan;DR6;588848900985913465;G12_Y1_DN1_310
   7664;178.80041;+00.74357;19.0498;-2.00000;4;  ;Sp;rd;20.7740;19.7686;19.0645;18.6695;18.3839;18.1827;17.7942;19.1228;Sloan;DR6;588848900985913466;G12_Y2_014_075
   7665;178.81834;+00.73481;19.1585;-2.00000;4;  ;Sp;rd;20.7280;19.6628;19.0570;18.9749;18.9615;19.1581;19.1061;18.9870;Sloan;DR6;588848900985913473;G12_Y1_ND3_291
   7666;178.83831;+00.71132;18.2618; 0.13320;4;12;Sp;rd;19.6953;18.7397;18.2536;17.9723;17.9045;17.8526;17.7139;18.3379;Sloan;DR6;588848900985913484;2dF_TGN379Z055
   7667;178.86615;+00.73120;19.2425;-2.00000;4;  ;Sp;rd;20.6591;19.9928;19.2634;18.8260;18.5863;18.3537;17.9369;19.3341;Sloan;DR6;588848900985913495;G12_Y1_ND3_297
   7668;178.90001;+00.83476;19.0670;-2.00000;4;  ;Sp;rd;21.6555;20.1874;19.0890;18.8483;18.4896;18.2602;17.6734;19.1396;Sloan;DR6;588848900985913506;G12_Y2_042_032
   7669;178.91742;+00.80535;19.1364;-2.00000;4;  ;Sp;rd;20.3911;19.4985;19.0148;18.7419;18.6062;18.5449;18.2818;19.1378;Sloan;DR6;588848900985913514;G12_Y3_024_154
   7670;178.92883;+00.80898;18.8251; 0.20888;4;12;Sp;rd;20.6072;19.4734;18.8220;18.4278;18.0214;17.9163;17.3883;18.8959;Sloan;DR6;588848900985913523;G12_Y1_DN1_326
   7671;178.80905;+00.71673;19.2129;-2.00000;4;  ;Sp;rd;22.4258;20.2425;19.2300;18.7150;18.3572;17.8096;17.4389;19.2150;Sloan;DR6;588848900985913536;G12_Y2_042_045
   7672;178.81607;+00.69021;19.6452;-2.00000;4;  ;Sp;rd;20.9107;20.3782;19.6508;19.3736;19.1164;18.6155;18.4493;19.6842;Sloan;DR6;588848900985913538;G12_Y2_042_046
   7673;178.83783;+00.78101;19.0935;-2.00000;4;  ;Sp;rd;21.2430;20.3080;19.0437;18.5824;18.3267;18.1487;17.4691;19.1098;Sloan;DR6;588848900985913539;G12_Y2_014_070
   7674;178.86534;+00.69874;19.2219;-2.00000;4;  ;Sp;rd;21.0693;19.8451;19.1808;18.8663;18.6719;18.3421;18.1169;19.2131;Sloan;DR6;588848900985913542;G12_Y2_042_043
   7675;178.91288;+00.76653;18.8916; 0.30226;4;12;Sp;rd;21.0167;19.9792;18.8866;18.3537;18.1460;17.9119;17.3045;18.9906;Sloan;DR6;588848900985913557;G12_Y1_ND3_299
   7676;178.92459;+00.79289;19.3098;-2.00000;4;  ;Sp;rd;21.3340;20.4970;19.3358;18.9740;18.5821;18.6303;17.8365;19.4169;Sloan;DR6;588848900985913560;G12_Y2_042_034
   7677;178.87012;+00.66859;19.4610;-2.00000;4;  ;Sp;rd;20.4984;20.2646;19.4519;19.3231;19.0718;19.2715;18.4532;19.5146;Sloan;DR6;588848900985913616;G12_Y1_DD1_307
   7678;178.91840;+00.83013;19.1729;-2.00000;4;  ;Sp;rd;21.1284;20.4129;19.1495;18.8809;18.5542;18.1220;17.5708;19.2132;Sloan;DR6;588848900985913637;G12_Y3_024_157
   7679;178.92753;+00.82175;19.7648;-2.00000;4;  ;Sp;rd;21.2416;20.3922;19.7717;19.4528;19.4206;19.1315;18.8739;19.8133;Sloan;DR6;588848900985913652;G12_Y1_DD1_310
   7680;178.84110;+00.64540;19.6756;-2.00000;4;  ;Sp;rd;22.2283;20.5867;19.6696;19.2908;19.1145;18.5205;18.1356;19.6562;Sloan;DR6;588848900985913828;G12_Y1_DD1_304
   7681;178.94192;+00.73405;18.2163; 0.00030;4;12;Sp;rd;18.8510;17.6481;18.2090;17.0530;16.9963;17.0268;17.6476;18.2952;Sloan;DR6;588848900985978899;G12_Y1_ND3_305
   7682;178.94854;+00.81446;17.9607; 0.20893;5;12;Sp;rd;19.5344;18.8135;17.8980;17.4918;17.3755;16.8840;16.2820;17.6031;Sloan;DR6;588848900985978900;80160782519631872
   7683;178.93546;+00.83895;18.6073; 0.20116;4;12;Sp;rd;21.0775;19.7847;18.5971;18.1657;17.8015;17.5316;17.1815;18.4113;Sloan;DR6;588848900985978962;G12_Y1_ND3_301
   7684;178.95396;+00.64513;18.6645; 0.10287;4;12;Sp;rd;20.0883;19.1038;18.6659;18.3562;18.1958;18.2729;18.2852;18.7535;Sloan;DR6;588848900985978967;G12_Y1_DN1_335
   7685;178.96448;+00.74904;18.7831;-2.00000;4;  ;Sp;rd;21.3571;19.9162;18.7501;18.2501;18.0404;17.6799;17.2504;18.8829;Sloan;DR6;588848900985978976;G12_Y3_041_046
   7686;178.97376;+00.82119;19.7240;-2.00000;4;  ;Sp;rd;21.1792;20.5910;19.7240;19.3095;19.1744;18.6762;18.3133;19.7536;Sloan;DR6;588848900985978982;G12_Y3_024_151
   7687;178.98045;+00.74833;17.5657; 0.20826;5;12;Sp;rd;20.4999;18.7130;17.4759;16.8579;16.4873;15.8749;15.5287;17.4593;Sloan;DR6;588848900985978986;80161989438996480
   7688;178.99049;+00.72331;18.1675; 0.03230;4;12;Sp;rd;19.7269;18.5090;18.1323;17.9433;17.9726;17.8299;17.9685;18.2192;Sloan;DR6;588848900985978991;2dF_TGN379Z052
   7689;178.99774;+00.79136;18.4939; 0.25164;4;12;Sp;rd;20.4657;19.4127;18.5260;18.0997;17.7822;17.5130;16.9024;18.4095;Sloan;DR6;588848900985978999;G12_Y1_DN1_333
   7690;179.02926;+00.70629;17.5805; 0.10312;5;12;Sp;rd;20.3307;18.5049;17.5870;17.1930;16.9146;16.5556;16.4051;17.4801;Sloan;DR6;588848900985979020;80161989426413568
   7691;179.07010;+00.78047;18.2792; 0.20135;4;12;Sp;rd;21.5118;19.3977;18.2648;17.8296;17.5780;17.3249;17.0342;17.7725;Sloan;DR6;588848900985979034;G12_Y1_DN1_339
   7692;178.93431;+00.82289;19.7404;-2.00000;3;  ;Sp;rd;22.2687;21.0078;19.7524;19.2583;19.0258;18.7014;17.9977;19.6954;Sloan;DR6;588848900985979040;G12_Y3_041_040
   7693;178.96334;+00.73911;19.3085;-2.00000;4;  ;Sp;rd;21.9381;20.3322;19.3050;18.8562;18.6164;18.2329;17.8475;19.4263;Sloan;DR6;588848900985979053;G12_Y2_042_036
