GAMA;RAJ2000;DEJ2000;rPmag;zh;q_zh;G;Sp;ph;umag;gmag;rmag;imag;zmag;Jmag;Kmag;rSmag;Sloan;DR6;SDSS-ID;ZID
   7839;179.61542;+00.71790;15.0152; 0.04750;3;  ;Sp;rd;17.1138;15.2124;14.3995;13.9540;13.7388;13.6567;13.4222;14.5434;Sloan;DR6;588848900986241088;NED_UGC_6959
   7840;179.60541;+00.70685;15.3373; 0.04740;4;12;Sp;rd;18.1333;16.2882;15.4670;15.0645;14.8107;14.5478;14.4894;15.0445;Sloan;DR6;588848900986241090;2dF_TGN379Z027
   7841;179.60882;+00.71310;15.4863; 0.07858;5;12;Sp;rd;18.3205;16.5649;15.7339;15.3231;15.1397;14.9458;14.6973;15.8213;Sloan;DR6;588848900986241091;80442260981809152
   7842;179.60454;+00.69872;19.4130;-2.00000;4;  ;Sp;sd;21.5207;19.6862;19.3295;       ;19.1677;18.8534;18.6436;19.0859;Sloan;DR6;588848900986241093;G12_Y3_045_286
   7843;179.60148;+00.71446;19.4309;-2.00000;4;  ;Sp;sd;20.5854;19.4675;19.0260;19.2686;19.0024;18.6422;18.5539;19.5328;Sloan;DR6;588848900986241095;G12_Y2_021_135
   7844;179.61246;+00.63708;19.6031;-2.00000;4;  ;Sp;sd;       ;       ;       ;       ;18.9771;18.0714;17.9289;19.5534;Sloan;DR6;588848900986241121;G12_Y3_008_123
   7846;179.66318;+00.70489;16.4296; 0.06510;4;12;Sp;rd;18.9732;17.2621;16.4410;16.0354;15.7849;15.3484;15.2206;16.4585;Sloan;DR6;588848900986241177;2dF_TGN449Z143
   7847;179.66036;+00.70868;17.8161; 0.19956;4;12;Sp;rd;19.7201;18.7632;17.7896;17.2984;17.1505;16.6019;16.2209;17.4538;Sloan;DR6;588848900986241178;80443407931015168
   7848;179.56631;+00.79116;18.8720; 0.03931;4;12;Sp;sd;       ;       ;       ;       ;17.0398;18.0030;18.4545;18.2973;Sloan;DR6;588848900986241213;G12_Y1_END1_260
   7849;179.57186;+00.76726;16.0688; 0.07820;5;12;Sp;rd;16.9395;16.2333;15.5750;15.2676;15.0016;14.9694;14.8514;16.0756;Sloan;DR6;588848900986241217;80443407759048704
   7850;179.56952;+00.76322;18.2617; 0.07830;4;12;Sp;sd;19.7867;18.5987;17.8641;17.7419;17.5262;17.0347;17.5882;18.2562;Sloan;DR6;588848900986241218;2dF_TGN379Z029
   7851;179.57350;+00.76845;19.7733;-2.00000;4;  ;Sp;sd;20.7451;       ;       ;       ;       ;       ;       ;18.8916;Sloan;DR6;588848900986241219;G12_Y3_008_138
   7852;179.57338;+00.66439;18.8577; 0.06177;4;12;Sp;rd;20.4542;19.3283;18.8329;18.5824;18.4305;18.3129;18.4635;18.9437;Sloan;DR6;588848900986241224;G12_Y1_ND3_353
   7853;179.57804;+00.71241;19.5037;-2.00000;4;  ;Sp;rd;21.8117;20.3431;19.4262;19.0083;19.0307;18.7536;18.0830;19.5481;Sloan;DR6;588848900986241225;G12_Y1_ED1_264
   7854;179.58146;+00.70073;17.4911; 0.20178;5;12;Sp;rd;20.8121;18.7574;17.4092;16.8946;16.6249;16.3819;15.8116;17.3925;Sloan;DR6;588848900986241227;80442260965031936
   7855;179.58253;+00.70136;19.1054;-2.00000;4;  ;Sp;rd;       ;20.1946;18.8336;18.3396;18.1376;17.9538;17.3547;19.2719;Sloan;DR6;588848900986241228;G12_Y1_EN1_251
   7856;179.58980;+00.66552;16.9804; 0.07717;4;12;Sp;rd;18.4240;17.4122;16.9874;16.6944;16.6538;16.6793;16.6261;17.0540;Sloan;DR6;588848900986241231;80443407817768960
   7857;179.58557;+00.66670;18.2146; 0.17979;4;12;Sp;rd;19.7619;18.8957;18.1560;17.7935;17.7606;17.9277;17.3362;18.0852;Sloan;DR6;588848900986241232;G12_Y1_ND8_260
   7858;179.58865;+00.64364;18.2689; 0.26964;4;12;Sp;rd;20.6716;19.3784;18.2518;17.9122;17.6409;17.1676;16.8554;18.3260;Sloan;DR6;588848900986241233;G12_Y1_EN1_247
   7859;179.60999;+00.80064;18.4412;-2.00000;4;  ;Sp;rd;20.7260;19.4824;18.3920;17.8639;17.7153;17.1059;16.8085;18.3727;Sloan;DR6;588848900986241240;G12_Y3_024_095
  15556;215.99547;+00.73190;19.0135;-2.00000;4;  ;Sp;rd;19.7454;18.9431;18.6196;18.1191;18.3161;       ;       ;19.0572;Sloan;DR6;588848901002166519;G15_Y2_019_049
   7860;179.61775;+00.69639;19.1358;-2.00000;4;  ;Sp;rd;21.8691;20.1674;19.1037;18.6360;18.3167;18.6771;17.8641;19.0880;Sloan;DR6;588848900986241243;G12_Y2_021_133
   7861;179.61818;+00.63730;19.0890;-2.00000;4;  ;Sp;rd;20.7361;19.4770;18.9270;18.4219;18.5051;18.4419;18.7990;19.0737;Sloan;DR6;588848900986241245;G12_Y2_033_105
   7862;179.63785;+00.82703;18.3491; 0.09393;4;12;Sp;rd;19.5216;18.9353;18.7245;17.5961;17.5661;19.2204;18.8091;18.8789;Sloan;DR6;588848900986241252;G12_Y1_END1_264
   7864;179.63968;+00.64636;18.9342; 0.13070;4;12;Sp;rd;21.8451;19.8376;18.9064;18.4864;18.2533;17.8753;17.7746;18.8321;Sloan;DR6;588848900986241273;G12_Y1_ND4_251
   7865;179.64388;+00.73313;17.4366; 0.19977;5;12;Sp;rd;20.7269;18.5923;17.3360;16.8826;16.6644;16.4452;15.9983;17.2181;Sloan;DR6;588848900986241276;80442260986003456
   7866;179.64664;+00.76760;17.6070; 0.08641;5;12;Sp;rd;19.1956;18.0384;17.5903;17.2810;17.1606;17.0575;16.9367;17.6411;Sloan;DR6;588848900986241280;80443407910043648
   7867;179.65181;+00.63873;18.6290; 0.19999;4;12;Sp;rd;21.3032;19.8410;18.5882;18.2124;18.0065;17.4214;17.2693;18.1362;Sloan;DR6;588848900986241292;G12_Y1_ND3_359
   7868;179.65240;+00.64368;17.5340; 0.13089;5;12;Sp;rd;20.3124;18.4954;17.5214;17.1030;16.9163;16.4264;16.3340;17.2724;Sloan;DR6;588848900986241293;80443407985541120
   7869;179.65278;+00.78045;18.9046; 0.20231;4;12;Sp;rd;20.7444;19.6388;18.8934;18.5348;18.3976;18.0766;17.6825;18.9270;Sloan;DR6;588848900986241295;G12_Y1_EN1_263
   7870;179.65862;+00.77335;18.0109;-2.00000;4;  ;Sp;rd;20.2565;18.8841;18.0153;17.6170;17.3764;17.0233;16.5858;18.0120;Sloan;DR6;588848900986241301;G12_Y3_045_291
   7871;179.66077;+00.68515;18.6178; 0.20004;4;12;Sp;rd;21.2021;19.4225;18.3897;18.0247;17.9795;17.6484;17.2792;18.1216;Sloan;DR6;588848900986241308;G12_Y1_EN1_268
   7872;179.66395;+00.68784;19.2481;-2.00000;4;  ;Sp;rd;21.1881;19.9693;19.2247;18.8612;18.6167;18.3496;18.0516;19.1674;Sloan;DR6;588848900986241309;G12_Y3_008_114
   7873;179.66594;+00.76898;19.0368;-2.00000;4;  ;Sp;rd;22.2092;20.2417;19.0477;18.6138;18.2621;17.8562;17.5210;19.0523;Sloan;DR6;588848900986241312;G12_Y3_008_119
